text
そろそろ向き合わねばならんな、唐揚げを味噌汁に浸して喰う俺氏と。
【悲報】俺氏「なぜヒトは抗えきれないのだろうか」。 https://pic.twitter.com/gDILID4g9c
ポン・デ・ライオンがアイスに、“クールミスド”新ドーナツも続々http://nico.ms/nw633181なぜこんな大事な時に僕は留学なんてしてるんだ！
私はルンバになりたい。
メール返してくれるだけで好きになる病なう。牽制球さえ俺のストライクゾーン。
ラブレターなんて英語だから日本にない文化だ！恋文ぇ……。
留学始めて１年が経ち、「ワオ！」って驚きリアクションが板に付いてきた！
そういや、お前らに金貸してたよな？
僕のことは嫌いでも、ＰＤＬは嫌いにならないでください。
「ダークサイドを楽しめ」と書いてある怪しげな黒い飲料水を手に入れてきた！ https://pic.twitter.com/ifFh6gQc7w
@XGeneral_LouisX そ、そんなの、闇の味に決まってんだろッ？(無味無臭で完全に水だったなんて言えない……。)
@XGeneral_LouisX 違うもん！色もかっこいいんだぞ！これ、パッケージじゃなくて液体が黒いんだぞ！凄いだろ！(「だからなんやねん」ってなったなんて言えない。もっと言うと、下の「Fulvic」って単語が辞書で出なくてわからずに買ったなんて言えない。身体が不安です……。)
@XGeneral_LouisX 知ってたもーん。僕、それ知ってたもーん！常識だよ！何自慢気に言っちゃってんの？(何だよそれ。しっ、知らねーよ。Googleで調べてここは知ったかぶり決め込むぜ。で、割とマジで何なの？僕の身体大丈夫なの？)
@XGeneral_LouisX アメリカだぜ？もしかしたら生物兵器かなんかで、ブラックマーケットから何かの間違いで市場に流れ出ちゃったパターンかもしんないじゃん！とか言いたい。てか言った！そうか、大丈夫か。(。・ω・。)ほっ
(あ、あの人また昨日と同じ服……。)
サヨナラも言わず、薔薇の花をそっと残し、クラスから早退したい。
母「痛いの痛いの飛んでけ〜！」娘「痛くなった気がする！」〜その間〜「 作戦開始」「こちらＢ地点。ターゲット捕捉！」「よくやった。では、転送準備を」竹田「や、やめろぉおお」「チャージ完了！いつでもいけます」「３・２・１・ファイア！」竹田「うぉおおおおおおおおお」
？？？「あ、父さん？オレオレ」父さん「よう、オレオレ！元気してた？」？？？「ふぁっ！？」
こら、そこ！天井届くよアピールやめなさい！
ジーンズのポケットから裸のドーナツが出てくるってどうなの？
@hironizumu でも、ここはアメリカ。何か飲む物が出てきたとしても、それはお茶じゃなくてきっとソーダだよ。
今、ハチに刺されたけど、質問ある？
@coffeetouhu カリフォルニアにいる留学生だから昼なんだわなう。
@Holy_Abyss 胸のトキメキは止まりませんが、病院の先生にはＯＫと言われました。ハチは一回目なので大丈夫。
@jambo403 めちゃんこ痛かった！めちゃんこ？
@jambo403 気を付けるけど、気を付けようがないのやな〜〜。さっきも気付いたら、「痛っ！？」ってなんか刺さってた。アメリカ恐い。
@mkyuutame どちらも、鋭くとがっている！どちらも？
ポン・デ・ライオンは、ミスタードーナツから独立してもちゃんと生きていけると思うの。
@jako_max 自分で生成してるからドーナツ自体はなくならない。問題は名前だ。彼は可愛い名前と引き換えに日夜工房でお客さんのためのポンデリングを生成しているからな。下手したら、電○さんとかに「モッチー」とか安直な名前を付けられてしまうやもしれん。
接待ジャンケンなう。
冷凍トイレ！逆さから読んでも冷凍トイレ！
平凡でありたくないというよくある具体的でない願い。特別じゃないのはそれゆえじゃね？
ハッピーセットを食べながら幸せの定義について考えたい。
「うふふふ、捕まえてごら〜ん」「待てよ、ハニー。アハハハハ」からのカーチェイス。
Next Conan’s HINTを有効活用できたことがないこんな僕ですが、今後ともよろしくお願いします。
ＴＯＥＩＣの正式名称は「Test of English for International Communication」らしく、僕は消えたＦの仇(かたき)を取る旅に出たい。 #漢字読めない奴のためにフリガナふってやったぜ！
@kamenkowase こちらこそフォローThanks! よかったらブログも見てね( ´ー｀)ﾉ
めそめそ
@TorideKanrinin 趣味ダダかぶりでした（ギターとか。珍しくアカとか訊いてみたわけですが、大正解でした。本日はありがとうございました。よろしくです( ´ー｀)ﾉ
うわっ…私の年収、低すぎ…？てか、なかったわ(´･ω･｀)しょぼーん
嗚呼、「今までにないジャンル」っていうありふれたジャンルよ……。
今からぶりっ子撲滅会議を始めたいと思う。最初の議題だが、先日No.006がTDSでステルスぶりっ子にやられた件の報告を……。何！？報酬はなしだと？まさか、ほっぺにチューすらなかったというのか！？
右も左もわからない僕だが、上と下ははっきりしてる。
くっ、量産型雰囲気美人めが……。
女の子に、あーんってされたい！
え？まだお前らTwitterプレミアムじゃないの？
俺にだけ連絡網が来てないだと……？
@RyoTaka4 んー、勉強しなくちゃなんだが……。なんのオフ？(笑)
@RyoTaka4 マジでか。少し悩ませてくださいなー。そういや君も生主なのか？
僕のInstagram（写真版Twitter）http://instagram.com/groovy223_insＩＤ：groovy223_ins。僕の中で割と頑張ってると評判なんでよかったら見てね。フォロー返します( ´ー｀)ﾉよろしく
@mocchon333 ユーザー辞書で単語に「( ꒪Д꒪)」読みに「☻」を入力すると、「^_^」を押すだけで写真のように出るようにできるだわーっと。 https://pic.twitter.com/hOTwicSPvZ
あの娘にはナチュラルメイクがうまく決まり過ぎてそのまま森へと帰ってもらいたい。
@accel1128 久しぶりだな。人工的に作り出す、森羅万象を超越するほどのナチュラル〜〜！！ワイルドだろぉ〜〜？
「貴方なんていなければよかった！」好きになってはいけない人を愛してしまった少女の気持ちで、友達に勝手に使われて汚れてしまった僕のシャーペンの消しゴムを憂えて……。
@mocchon333 べ、別に、使い方とか良いアプリとか直々に教えてあげてもいいんだからね！((((( ；ﾟДﾟ)))))おめでと
@mocchon333 え( ꒪Д꒪)
@mocchon333 有料有りでいいの？ブログにまとめようかなーーって思ってたからガチでやるよ。
@mocchon333 とりあえず、Twitterは公式とSoicha入れとけばＯＫ。EvernoteとDropboxは必須かな。無料だと定番ばかり。有料はブログで。リプライ送るだわ。セール教えてくれるアプリとかあるけど、安いだけでＤＬしまくって整理邪魔臭い。注意。
@mocchon333 リプライの通知とファボ・ＲＴの確認、フォロー返しを公式。リストの閲覧、ファボの管理をソイチャでやってる。まあ、僕と一般ユーザーを一緒にするのは違うかな、Twitterは。無料では、ザワールドってやつもかっこいい。
@mocchon333 ２８フォローでは閲覧余裕だな。僕は身内と、なんかくれた人(オリジナル絵とか)と、Twitterのリプライ数以上な人と、特に見たいツイッタラーでリストを作ってやってるからね。インスタグラムとかはどうよ？Twitterの写真版。
@mocchon333 dropbox、登録まだならhttp://db.tt/gOGFbxKから登録して。お互いにボーナス容量付くからウマウマ。dropboxはパソコンとのデータ共有。エバノは、レシートとか何かのアイディアとか気になる記事とかスクラップしてる。
@mocchon333 登録し直す価値あると思う。容量なかなか増やせないから、元気あればぜひ。Amazon、Kindle、LINE、マクド、BUMPは９５％の人が入れてそう。あと、FB、Google+、インスタグラムなどSNS。お手本、http://instagram.com/groovy223_ins
き、貴様……、能力者だな！？
紙が二重のトイレットペーパーを買って、俺の世界に光が満ちた。
@RyoTaka4 痔ではない。アメリカの食材との相性で、ちょいと、う◯こがディープインパクトなんだわ。あなたはMr.pokopoko様ですな？
ゴールデンウィークがゴールデンだった試しがない(ノд−。)クスン
【悲報】俺の中でヒップホップブームが来る
必殺技、舌打ち！
四面楚歌と国士無双を間違った件。
Raf's Perfect Girlfriend(YouTubeより)http://bit.ly/ZTDHy9なんぞ((((( ；ﾟДﾟ)))))
日本人の凄まじい足技に海外が驚愕http://bit.ly/Zmfs7aやべぇぇえええ((((( ；ﾟДﾟ)))))
どうせお前ら一人でコナン観に行くしか予定ないんだろ？こっちは休みすらないわ(´；ω；｀)
え？カニカマってカニじゃないの？((((( ；ﾟДﾟ)))))
スマイルをＬサイズでください。
普通は楽しいはずだが、お前のゴールデンウイーク、錆びてんぞ？
俺ってさ、自分を観察する自分がいる系じゃん？
@hironizumu イメージは、『相棒！』『もう一人の僕！』って感じかな←わかんなかったらごめんなさい。
ああ、最近俺、女子力低いわ……。
@yuuman7 あいつって誰よ((((( ；ﾟДﾟ)))))
@yuuman7 出た、ちきりんｗ実際は匿名じゃないよ。クグれば名前出てるよ、確か。何したのよ？
@yuuman7 難しい話きた((((( ；ﾟДﾟ)))))よくわからんが、ただの意見にブロックはなんか悲しいよな。第二アカで、再度送ればいいと思うよ。
@yuuman7 お金が増えるのは魅力的だよな。でも、為替や株は眠れなくなるイメージあるんだわ。特に豆腐メンタルな僕はやるべきじゃないｗ
@yuuman7 昨年半ばから留学してる僕はこっちに口座作っとくべきだったと後悔してるよ。今からでも価値はありそうだが。僕は毎日昼寝を含めて、最低８時間寝たいよ。
人生初、英語でジャンケンをする機会が訪れた。ゲーム名は「Rock-Paper-Scissors!」、掛け声は「１・２・３！」。なんだろ、このローカル掛け声を言った後のような気まずさは。
衝撃の研究結果「男はノーパンでスカートをはくと精子の質がアップする」http://bit.ly/10qcPr5みんな、スカートをはく理由ができたぞ！
なんか見た目がオタマジャクシ系のドリンクを手に入れたったったｗｗｗ https://pic.twitter.com/K8YjvE239R
実は何を隠そう、さっきの見た目オタマジャクシ系のドリンク、二種類あったりするｗｗｗ https://pic.twitter.com/0SffSDU7Oj
@ryder472 「バジルの種」で検索だ！とりあえず、それだ！
【悲報】妹に送ったメールがエラーで返ってきた(´；ω；｀)
@Dis_Rita3581 妹「留学で国内にいない兄は身内に入らぬ。バナナが遠足のおやつ３００円分にカウントされないようにな」
たまに「ちきりん」か「きりりん」、どっちがどっちかわからなくなるよねー。
本日のお気に入りワードは「仮初(かりそめ)」かな。何に付けても中二臭がする！( ´ー｀)ﾉいえーい
言葉のドッジボールなう。
Twitterで地震の不謹慎発言した女が自爆しすぎワロタｗｗｗｗhttp://bit.ly/15jW7KJなにこの反面教師を買って出た感じ((((( ；ﾟДﾟ)))))
ルームメイトのキーボードがアラビアンナイトなう。 https://pic.twitter.com/Os2hE8Vge9
【悲報】どうやら２３歳にもなって校長先生に怒られるらしい((((( ；ﾟДﾟ)))))
レディー・ガガのフォロワーは約8割が幻!?Twitterフォロワー数のフェイクぶりがすごいhttp://bit.ly/XOrRFqそうか。僕のフォロワーもフェイクか。みんな実は僕のＢＯＴ(ロボット)アカなんだ。そう……、実はあなたも私の操り人形……。
嘘まで吐いて笑いとりたいか？こっちはな、お前が「友達がさ〜〜」で会話始めた時点で嘘だと気付いてるんだぞ？
ZOZOTOWNで正面目線の奴に吹き出しで「ライアーゲームは初めて？」って付けると次の瞬間に騙されそうで捗る。
お茶漬けwithoutお茶がマイブームなう。
@mocchon333 お茶漬けの素はふりかけるよ？
@mocchon333 あの濃さがいいんじゃまいか！
@mocchon333 え
地震でバカ発見器がすごいhttp://bit.ly/ZgHVOtこれは酷い((((( ；ﾟДﾟ)))))
オススメのwebサービス教えてくhttp://bit.ly/151fGHbこれは捗るまとめページ。
情熱大陸をＢＧＭにコートのポッケに手をつっこみ歩き回る遊びが俺の中の巷で流行！捗るぞ！
あまりにも劇的すぎる！ 顔半分だけ化粧した「半顔メイク女子」たちの化けっぷりがヤバすぎると話題にhttp://youpouch.com/2012/09/14/8199/…すげぇ！化粧すれば僕もワンチャンあるで((((( ；ﾟДﾟ)))))
ヤバイほど劇的すぎる韓国の整形ビフォー・アフター写真31選http://bit.ly/10NgFFLそうだ、整形しよう！
川越シェフは元ホストだった！源氏名は「タツでした」http://bit.ly/YErY4Wま、まさか川越シェフが今シェフをしていたなんて！？Σ(´ω｀;)
まだだ……、まだ俺のエイプリルフールは終わってない！
卓球の福原愛ちゃんの靴紐の結び方をマスターした！http://www.fieggen.com/shoelace/ianknt.htm…みんなもこれ見て練習すればいいと思うよ！すげえ嬉しい！
世界最速の靴ひも結び「イアン結び」（YouTubeより）http://youtu.be/qctMThwD_Zcさっき言ってたのこれ！卓球の愛ちゃんの靴紐結び！こっちのがわかりやすいかも！
今日からカバンの中からマイドレッシングが出てくる系男子になりました。
インターネットで頑張って合コンで女の子を落とすテクを学んだが、そもそも誘われないことに気付いたなう(ノд−。)クスン
【速報】天然処女体毛合法ロリ中国人とデートに行くことになった。
@HANYASUFUMI えへへへへ(ノω｀*)
@yamadasekijin わからなくていい。感じるんだ！
@yamadasekijin 何がなんだかわからないよｗ
@ogumap__ 「剃れば太くなるのよ！」と彼女は言い無駄毛の処理をやめた。太くて短いより細くて長いを選んだのだ。褒めたりすると顔を赤くして、英語から中国語に意図せず変わる。そして、相手に伝わってないことを知り、もっと赤くなる。○ックスを理論上知ってるらしい。そんな感じの子だ。
神戸大学生がUSJで集団迷惑行為！ボートを転覆させジュラシックパーク休止「アトラクションを止めるのが楽しみ」http://bit.ly/14DQZ3oあかんで(｀・ω・´)
@Zyu_dai ミッキーの手にかかれば五分で決着だからな。恐ろしや恐ろしや。ん？ノックが。珍しい。こんな時間に来客が……。
この感じ、凄く懐かしい。忘れていた青春の日々を思い出すよ。今スイミングをしようとジムに来たんだが、水着を履いてきてパンツがない。
何もしてないのに壊れた( ´ー｀)
明日のエイプリルフール楽しみだなー。
Ａ「おはー」Ｂ「おはよう( ´ー｀)ﾉ」Ａ「おはありー」Ｂ「おはありありー」Ａ「おはありありあり〜」Ｂ「おはありありありありー！」Ａ「おはありあり×３あり」Ｂ「おはありありありありありあり……。」Ａ「(どうすれば終わるんだ)」Ｂ「(どうすれば終わるんだ)あり。」
本家と日本パロとルームメイトの国パロ、ガンナムスタイルで比較【本家、韓国】http://www.youtube.com/watch?v=9bZkp719f0…【日本】http://www.youtube.com/watch?v=J4plfensf0…【サウジアラビアン】http://www.youtube.com/watch?v=Snple4d7Qo…サウジアラビアンのあったかさよ。
なあなあ、そろそろエイプリルフールのカウントしようぜ！( ´ー｀)ﾉ
昼寝してたんだけど、夢の中でTwitter公式から「@groovy223 【戦力外通知】以後、あなたにはツイートする権利はありません。」ってリプライ来た。
【悲報】俺氏「躊躇っちゃう」を「ちゅうちょっちゃう」と読む。
日本よ、これがサウジアラビアクオリティーだ！数字すら読めぬわ！ https://pic.twitter.com/BKderJ8DSG
つぶやかないんじゃない。つぶやけないんだ。前みたいに、どうやったらうまくつぶやけるんだ？(ノд−。)クスン
@dai5mode つぶやかないと、つぶやかないと僕の存在が消えてしまう……(ノд−。)クスン
友達の履歴書レイアウトを改造して前世についてもアピールできるようにしてあげたい。
そう言うけど、じゃあお前、本気でつぶやいたことあんの？
【悲報】自分で書いたメモが読めない。
おならをごまかす方法 - NAVER まとめhttp://bit.ly/106Ejwuこれは捗る((((( ；ﾟДﾟ)))))
heelys shophttp://www.heelys.com/僕もローラーシューズ楽しめるぞ( ´ー｀)ﾉいえーい
電車の中でスマホ触ってる奴全員がパズドラやってるって妄想すると捗る。
至高の名キャッチコピー集（メンズナックル・ストリートスナップ編）http://matome.naver.jp/odai/212478055528354000…これらのキャッチコピー見るためだけにメンズナックルの定期購読を検討中なう。
スマホで突き指した((((( ；ﾟДﾟ)))))
引き出し開けた時に「ドラえもん出てこないかなー」って思った。もし出てきたら僕は絶対社会に公表するだろな。そして、セワシくんの思惑とは別の方向に動き、世界は未来ロボット争奪戦争に。その真ん中に僕は立つことになり、正義とは何かと悩み苦しむ、とか妄想してたらやることを忘れてしまったよ。
アメリカって外履きで学校の中入るんでしょ？ということは、ある日くつ箱にラブレターが入っててドキッて経験できないってことでしょ？日本人でよかったー。もらったことねえけど。
「遠隔操作ウイルスが飲酒運転してきたと勝手にツイートした」ネットで話題に http://bit.ly/ZSVdywそうか。たまに滑ってるギャグをツイートしてしまってることがあるが、あれも遠隔操作ウィルスの仕業かもしれない。くそぉ。
しゃっくり猫（YouTubeより）http://www.youtube.com/watch?feature=layer_embedded&v=uzyB-KRcGQ0…これは可愛い( ´ー｀)ﾉ
八百長、脅迫...大人になったサトシ達の実写版ポケモン(パロディ)http://bit.ly/Xj9lPWポケモンこわ((((( ；ﾟДﾟ)))))
自分らしく生きるって言葉で飾るプロフィール、そんな僕はいつも誰かの劣化版コピー。
格差社会の段差につまずいた感がするなう。
滑ったら消す、それが上級ついったらー。
ツイートをふぁぼ・ＲＴしてもらうためにはただ面白いだけではなく、万人が『このツイートはネタだ』とわかるようにしとくことが大切だ。このツイート、ネタだよ。
ウィキリークスに僕の秘密載せられてないかチェックしなくちゃ((((( ；ﾟДﾟ)))))
リア充の対義語として扱われる『非リア充』という言葉。よく勘違いされてるので説明させていただく。『非リア充』は、「リアルが充実していない人」ではなく、「リアル以外の世界が充実してる人」だ。だから哀れむな。羨ましがれ！我はここに誇る、非リア充万歳！
「俺の友達から聞いたんだけど」で話題を始められたとき、僕は攻撃されてるような気がする。「俺には友達いるからな、お前と違って！」的な。誰もソースなんて聞いてねーよーだ(ノд−。)クスン
@yamadasekijin あれは自慢。「世界を二色に分けると俺こっち側だから」みたいな。言い訳だと雲行き怪しくなってから、「〜って友達から聞いたんだ」とか「〜とかテレビで言ってたよ」とかでOK。
さすがに勿体ぶりすぎたぞ。そろそろバレンタインデーのチョコよこせよ。
もうバレンタインデーのチョコは諦めた。この際だ、お返しをあえて狙いにいくというのはどうだろ？
ちょｗｗｗｗｗｗｗｗこのアイドルリバウンドしすぎｗｗｗｗｗｗｗｗhttp://vippers.jp/archives/697167.html…これ見ると、謎の希望が湧いてきた。明日からダイエット頑張れそうな気がする(｀・ω・´)
昔、 風俗を暴走族の一派だと思ってた。
「楽チン」の「チン」は下ネタですか？
@monstersword179 その分、面白くない？意外か？意外なのか？(´･ω･｀)頑張らねば
@monstersword179 いや、むしろ逆だわ。ニコニコパワーが欲しいくらい。コミュ２００人くらいだし。てか、ツイッター、上には上がいるんだよ。頑張らネバネバ((((( ；ﾟДﾟ)))))
今日も言い訳の展示会なう。
レストランで「マッチョじゃないブルースリー」って呼ばれた。俺がブルースリーならアジア系男子みんなブルースリーだよ。てか、戦えないブルースリーに価値なくね？
クシュンっ。僕はリア充アレルギーなんだ。ちょっと、近づかないでくれるかな？
人生では自分が主役らしいが、こんな主人公見てられない！
そろそろエイプリルフールの準備しなくちゃ(｀・ω・´)
エイプリルフール用のネタを試しに使ってみてたら、「あ、俺、エイプリルフール以外でも平気で嘘つくわ」って気付いて四月の楽しみがなくなっただわＵ´ㅈ｀Ｕしょぼーん
え？まだお前らツイッタープレミアムじゃないの？( ´艸｀)プププー
ま、まだだ！まだつぶやく時じゃない。きっと、きっとチャンスが来る。待つんだ、フォロワーに隙ができるまで。
タンブラーへの記事投稿を阻むアプリエラーのせいで僕はご機嫌斜めだ。強いて詳しく言うなら右が上でご機嫌斜めだ。 https://pic.twitter.com/KJV3nO58zI
英語を勉強しながら外国人の恋人作れたらいいなーっと思い、僕はネットでメル友を募集した。すると、貼り付けて早１時間で早速メル友をゲット。だが、男だ。新たな可能性が生まれた。
ちっぽけなプライドを捨てたいが、いつがゴミの日かわからない。
吾輩は学生である。内定はまだ無い。いつもらえるかとんと見当がつかぬ。
アボカドクリームとか抹茶ムースとか言ってわさびを食べさせてごめんなさい。
オブラートに包んでも薬が同じ効力を持つように、あいつの優しげに聞こえる言葉も後になって効いてきて俺の腹痛が痛い。
帰り道にBB弾拾っただけでご機嫌になれたあの頃に戻りたい。
正解できない理由のわからなかったあの頃に戻りたい。今や僕もそっち側の人間。
完成した際に「じゃ〜ん！」って言われ、料理が机に置かれた。「今思えばその擬音、何だ？」、僕が口に出した直後、友達が続く。「ならお前の『( ´ー｀)ﾉててーん』は何だよ？」。どうやら僕は口でも言ってるらしい。それを知り落ち込み、暗い食卓スタート、どよーん。「どよーんってなんだ？」。
くしゃみを利用して後方に回避、そこから右に流れ、連打連打連打！敵にカウンターする隙を与えません！とか言う実況が脳内に流れた。
@hikikomorinecco いや、意味はわかるんだよ？語源的な何かが気になるんだわ。調べないけど。なぜなら、わからないままの方が色々想像できて素敵だろ？ 秘密は秘密だから輝くー的な？プレゼントの箱開けた時に中身が期待以下でどよーんとする可能性は箱を開ける前提ゆえ存在する。
ホワイトデー近いですね。バレンタインデーまだ間に合いますよ。はよ。
イケ面はトークもイケてると認識される：英大学実験http://irorio.jp/sousuke/2013035/48892/…イケメン補正があるということか？なんという絶望的結論( ꒪Д꒪)ぬぬぬ
注文の多い料理店―就活編http://getnews.jp/archives/294022怖ぇえええ((((( ；ﾟДﾟ)))))
ホワイトデー特集なる物を見て、「あのコにはこれが合う」とか、もらってもないチョコレートのお返しを考えてる。早くどうにかした方がいい（俺を）。間に合わなくなっても知らんぞーッ！
「地球に優しい」より先にまず「俺に優しい」だ！じゃないと買わん！
「学生時代に１番がんばったこと(具体的に３つ)」って質問としてどうよ？
学生時代に１番がんばったこと(具体的に３つ)1.ツイッター2.アニメ鑑賞3.このＥＳだ、こんにゃろう
企業へのインターン経験はありませんが、学校に行く道中で鬱になり帰ったUターン経験はたくさんあります！
ブランコをクールに乗りこなしたい。
外灯撮ったらシューティングカーソル出たったｗｗｗ https://pic.twitter.com/mIZKvOcdOy
全然つぶやかないと「久しぶりつぶやかなきゃ感」がし、少しつぶやくと「もっと先へ 加速したくはないか？おっさん」とかいう声が聞こえ、つぶやきを加速させると外の世界の俺がトロくなり、最終的に忙しさの渦にはまってつぶやけなくなる。以下ループ。恐るべしツイッター、どうすればいいんだ……。
「つべこべ言わない」の「つべこべ」は本当は「つべらこべら」らしいよ。で、なんやねん、つべらこべらて？
人のふり見て我がふりニャー。バスでやたらイヤホンから音漏れしてる日本人が。よく聴くと「んでんでんでｗｗｗ」。にゃんでｗｗｗ皆さんもお気をつけて。
社会は「問題発見型の人材」を求めているらしい。そんな社会よ、ここに凄い人材が。問題を発見するだけでなく作り出してしまうスーパー人材はいかがかね？
後の祭りでも俺は楽しむよ？
授業始まって「あ、筆箱忘れた」とか「シャー芯無くなった」とかならまだわかるんだが、カバンごとない。俺は何しに学校来たんだ？
ファボ狙ってつぶやくのは素人。玄人はつぶやかなくてもファボられる。
デコが広過ぎるから誰かに分譲してやりたい。
履歴も予測変換もリセット！ＳＮＳもログアウト済み！ピンクなファイルも隠した！さあ、これで何も恐くない、と女の子とパソコンで共同宿題。いつもは嬉しくない課題がディズニーのワンデイパスのようだと思った、が、俺は、甘かった。まさかAmazonの欲しいものリストを見られるとは。
じゃ、いつファボるか？今でしょ！
@kinac012 見るか？でも見たら、もう、引き返せないぞ？(ゾワっ
@jny_plus 謎ハイクオリティ((((( ；ﾟДﾟ)))))
向こうでは、『ニコラス・ケイジ』が、照英や川越達也と同じ扱いらしい…画像テンコ盛りhttp://matome.naver.jp/odai/213615043945713201…面白過ぎだろ。ニコラス・ケイジは素材が豊富そうだからググればもっとたくさんありそうだ。
絶対LINEなんて使わねぇし→LINEは使ってもスタンプは絶対使わん。コピペでファボもらってる気分なるからな→ぐふふｗ「今でしょ」ｗｗｗ
昭和62年の50円玉が12000円の価値があるとかなんとか聞いたので急いで財布をチェックしてみたがドルしかなかった(´･ω･｀)しょぼーん
お前ら、将棋の「歩」の気持ち、考えたことあんの？
アメリカには、そこらへんに野生のぱみゅぱみゅがいるよーっと。まあ、歌わないし、踊らないけど。
僕のぼやきの成れの果てhttp://groovy223.tumblr.com/つぶやくネタを全てブログに取られててつぶやくことができない。でも、押し寄せるつぶやかなきゃいけない感。でも、ネタがない。でもつぶやかなきゃ。でもネタが。男には、どうしてもつぶやかなきゃならないときがある、のか？
@guttedm いや、「こいつは同じ話しかできない」感を出したくない(´ﾉω；`)
@guttedm いや、わかってる。わかっているのだが、そこは、ほらっ？男のこだわり？(pд･｀q)ﾁﾗ
もう！ビックリして驚いて仰天したじゃないか！
"Google Glass arrives in 2013, and under $1,500http://news.cnet.com/8301-17938_10557570779-1/confirmed-google-glass-arrives-in-2013-and-under-$1500/…Googleの例のかっこいいメガネが来るぞ！スマホの次はスマグラか？ページの下の方にムービーあってどんなのか見れるぞ( ´ー｀)ﾉチェック！"
友達がアニメやドラマだけだと思われていたあの伝説のイベント「ラッキースケベ」に合ったそうでなんとかしてその運を奪いたい((((( ；ﾟДﾟ)))))
@TF141ghost そ、そんなの、きき、きっ、訊けるわけないだろっ！？それじゃあ、僕が絶妙むっつりスケベみたいじゃないか((((( ；ﾟДﾟ)))))
ちょｗブログ朗読するのやめてぇ((((( ；ﾟДﾟ)))))
効率良く勉強する時は重力の負荷を考えて姿勢と頭の角度そして目線を常に調節しなければならないだと！？さすが賢い奴の言うことは違うぜ((((( ；ﾟДﾟ)))))
もう誰も見捨てない、俺はそう誓ったんだ、初めてつぶやいた時に……。
８回目の１５歳の誕生日おめでとー（棒読み
私のことを嫌いになってもTwitterは嫌いにならないでください。いや、ほんとに最近ネタ切れ感ぱねぇ。
@eneloopy_myu もう、僕にはつぶやきしかないのだよ。わかるかい？世界は冷たい。誰が面白みのないつぶやきを見てくれると思う？誰が何の変哲もないつぶやきに金を払ってくれるというんだ？え？ああ、無料でしたねー。滑った感ぱねぇ((((( ；ﾟДﾟ)))))
実践的英語とうたう教本で少女が結構な額のジーンズを一括で試着なしで買いやがった。
お腹ペコペコという表現が使えるくらいに細くなりたい。空腹時でも膨らんでるからな。
最近、つぶやいてる時の自分と普段の自分、どっちが本当の自分かわからない(ノд−。)
いまだに苗字「服部」がどこをどう読めば「はっとり」になるのかがわからない。「ふくぶ」にならんかえ？
@hikikomorinecco つぶやき時の自分「どっちも自分だそうだなう」普段の自分「そうか。そうだったのか」第三の自分「ふ……。今、目醒めたぞ」ざわっ……次回、「鬼神覚醒!?」、お楽しみに。
@makoberia いや、「鳥取」は音近いじゃん？「服部」は音が全然違うで、工藤。
ハチドリの写真がすっごく撮りたくて追いかけてたら授業に遅れた((((( ；ﾟДﾟ)))))
英語リスニングの参考書読んでたら耳かきのやり方まで指導されたなう((((( ；ﾟДﾟ)))))
@yuuman7 実際にはリスニングだけじゃないんだけど、「新TOEIC(R)テスト９００点 新TOFEL(R)テスト１００点への王道」とか言う本。Kindleってる。綿棒とオリーブオイル用意しないとダメらしい。アメリカにいる僕に日本のテキストを具体的に要求してくるよ。無理だよ。
@yuuman7 甘いぜ、あんちゃん。Kindleだと評価クソだが、書籍では最高だったんだよ。だから読んでんだよ。今半分過ぎたところ、良くも悪くもない、だけど耳かき(え… https://pic.twitter.com/8jTMgMR6VX
@yuuman7 モチベーション維持にはいいかなーってくらいで読んでる。留学してからいまだにコンスタントに続けて効果あるなーって思える勉強法をできてない気がするから参考程度にね。今は僕TOEICメインのつもりだから嬉しいな。てか、Amazonレビュー書く人の思考回路って複雑だね。
@yuuman7 Amazonレビュー書く奴って暇なの？って思考があるから僕はそこまであてにしないんですよ。でも、みんなそこまで考えずにレビュー見るから業者はちゃんと複数アカ作って常に☆４．５くらいにキープすべきなのに、それができてないのどーなのーって思う今日この頃です。
なんか先週は拳銃のディスカウントがあったらしい的な話をされたなう。アメリカ恐ぇえええ。
完全にハリーポッターの杖な木の枝を見つけたので拾ってご機嫌にしてたら、なんかよくわからんがアメリカンなおじちゃんに怒られる事案が発生((((( ；ﾟДﾟ)))))
@shiori_ioi そう言われると俺がマヌケみたいだが、iPhoneで写真とりたくなるほど杖っぽくてかっこよかったんだぞ！あと少しおっさんが遅く来てたら。俺の荷物が少なくて片手空いてたら。写真とりたかったなー。なんかすっげぇ恐かっただわ。
「天才は１％のひらめきと９９％の努力（Genius is one percent inspiration and 99 percent perspiration.）」ってエジソンはかっこいい言葉言ったよね。その１％と指針を出すと誰かに残りの９９％をやってもらえる人間になりたい。
@akinaga_kwsm ググった！なんか「１%がしっかりしてないとあと99%ゴミ」説書いてあるな((((( ；ﾟДﾟ)))))ぇぇええ
@pika737 さっき見た！大衆が間違えれば、間違いのが心地良くなるパターンだと信じてまあいいや(笑)
大人の事情が大人になってもまだわからない件( ´･ω･｀)しょぼーん
日本人の平均身長と体重の統計http://paro2day.blog122.fc2.com/blog-entry-9.hml…あえて言おう、私はデブだった！（地球は青かった風
「宣誓！　僕達はスポーツマンシップに則り〜」ってのやりたかったな。もう僕は一生できないんだなって思うとなんか悲しい(ノд−。)クスン
